country,value,date,fuel_type
SLOVAKIA,0.0,2016Q4,PHEV
SPAIN,292.0,2016Q4,PHEV
SWEDEN,2935.0,2016Q4,PHEV
UNITED KINGDOM,5020.0,2016Q4,PHEV
NORWAY,4774.0,2016Q4,PHEV
SWITZERLAND,741.0,2016Q4,PHEV
AUSTRIA,1270.0,2016Q4,Total ECV
BELGIUM,2301.0,2016Q4,Total ECV
BULGARIA,9.0,2016Q4,Total ECV
CZECH REPUBLIC,70.0,2016Q4,Total ECV
DENMARK,889.0,2016Q4,Total ECV
ESTONIA,6.0,2016Q4,Total ECV
FINLAND,413.0,2016Q4,Total ECV
FRANCE,7522.0,2016Q4,Total ECV
GERMANY,8087.0,2016Q4,Total ECV
GREECE,6.0,2016Q4,Total ECV
HUNGARY,109.0,2016Q4,Total ECV
IRELAND,38.0,2016Q4,Total ECV
ITALY,776.0,2016Q4,Total ECV
LATVIA,8.0,2016Q4,Total ECV
LITHUANIA,11.0,2016Q4,Total ECV
NETHERLANDS,14648.0,2016Q4,Total ECV
POLAND,143.0,2016Q4,Total ECV
PORTUGAL,534.0,2016Q4,Total ECV
ROMANIA,51.0,2016Q4,Total ECV
SLOVAKIA,22.0,2016Q4,Total ECV
SPAIN,1154.0,2016Q4,Total ECV
SWEDEN,3848.0,2016Q4,Total ECV
UNITED KINGDOM,7722.0,2016Q4,Total ECV
NORWAY,11522.0,2016Q4,Total ECV
SWITZERLAND,1715.0,2016Q4,Total ECV
AUSTRIA,1062.0,2016Q4,HEV
BELGIUM,2348.0,2016Q4,HEV
BULGARIA,258.0,2016Q4,HEV
CZECH REPUBLIC,461.0,2016Q4,HEV
DENMARK,1475.0,2016Q4,HEV
ESTONIA,194.0,2016Q4,HEV
FINLAND,1118.0,2016Q4,HEV
FRANCE,15448.0,2016Q4,HEV
GERMANY,10543.0,2016Q4,HEV
GREECE,394.0,2016Q4,HEV
HUNGARY,530.0,2016Q4,HEV
IRELAND,112.0,2016Q4,HEV
ITALY,10058.0,2016Q4,HEV
LATVIA,78.0,2016Q4,HEV
LITHUANIA,107.0,2016Q4,HEV
NETHERLANDS,4408.0,2016Q4,HEV
POLAND,2889.0,2016Q4,HEV
PORTUGAL,995.0,2016Q4,HEV
ROMANIA,405.0,2016Q4,HEV
SLOVAKIA,149.0,2016Q4,HEV
SPAIN,9067.0,2016Q4,HEV
SWEDEN,3596.0,2016Q4,HEV
UNITED KINGDOM,11235.0,2016Q4,HEV
NORWAY,4216.0,2016Q4,HEV
SWITZERLAND,2099.0,2016Q4,HEV
AUSTRIA,115.0,2016Q4,Other AFV
BELGIUM,426.0,2016Q4,Other AFV
CZECH REPUBLIC,931.0,2016Q4,Other AFV
DENMARK,28.0,2016Q4,Other AFV
ESTONIA,0.0,2016Q4,Other AFV
FINLAND,45.0,2016Q4,Other AFV
FRANCE,434.0,2016Q4,Other AFV
GERMANY,1585.0,2016Q4,Other AFV
GREECE,54.0,2016Q4,Other AFV
HUNGARY,10.0,2016Q4,Other AFV
ITALY,33402.0,2016Q4,Other AFV
LATVIA,24.0,2016Q4,Other AFV
NETHERLANDS,605.0,2016Q4,Other AFV
POLAND,1932.0,2016Q4,Other AFV
PORTUGAL,343.0,2016Q4,Other AFV
ROMANIA,0.0,2016Q4,Other AFV
SLOVAKIA,109.0,2016Q4,Other AFV
SPAIN,310.0,2016Q4,Other AFV
SWEDEN,1183.0,2016Q4,Other AFV
UNITED KINGDOM,0.0,2016Q4,Other AFV
NORWAY,0.0,2016Q4,Other AFV
SWITZERLAND,337.0,2016Q4,Other AFV
AUSTRIA,2447.0,2016Q4,Total AFV incl. electric
BELGIUM,5075.0,2016Q4,Total AFV incl. electric
BULGARIA,267.0,2016Q4,Total AFV incl. electric
CZECH REPUBLIC,1462.0,2016Q4,Total AFV incl. electric
DENMARK,2392.0,2016Q4,Total AFV incl. electric
ESTONIA,200.0,2016Q4,Total AFV incl. electric
FINLAND,1576.0,2016Q4,Total AFV incl. electric
FRANCE,23404.0,2016Q4,Total AFV incl. electric
GERMANY,20215.0,2016Q4,Total AFV incl. electric
GREECE,454.0,2016Q4,Total AFV incl. electric
HUNGARY,649.0,2016Q4,Total AFV incl. electric
IRELAND,150.0,2016Q4,Total AFV incl. electric
ITALY,44236.0,2016Q4,Total AFV incl. electric
LATVIA,110.0,2016Q4,Total AFV incl. electric
LITHUANIA,118.0,2016Q4,Total AFV incl. electric
NETHERLANDS,19661.0,2016Q4,Total AFV incl. electric
POLAND,4964.0,2016Q4,Total AFV incl. electric
PORTUGAL,1872.0,2016Q4,Total AFV incl. electric
ROMANIA,456.0,2016Q4,Total AFV incl. electric
SLOVAKIA,280.0,2016Q4,Total AFV incl. electric
SPAIN,10531.0,2016Q4,Total AFV incl. electric
SWEDEN,8627.0,2016Q4,Total AFV incl. electric
UNITED KINGDOM,18957.0,2016Q4,Total AFV incl. electric
NORWAY,15738.0,2016Q4,Total AFV incl. electric
SWITZERLAND,4151.0,2016Q4,Total AFV incl. electric
AUSTRIA,1226.0,2017Q1,BEV
BELGIUM,788.0,2017Q1,BEV
BULGARIA,0.0,2017Q1,BEV
CZECH REPUBLIC,88.0,2017Q1,BEV
DENMARK,48.0,2017Q1,BEV
ESTONIA,13.0,2017Q1,BEV
FINLAND,125.0,2017Q1,BEV
FRANCE,7402.0,2017Q1,BEV
GERMANY,5060.0,2017Q1,BEV
GREECE,4.0,2017Q1,BEV
HUNGARY,119.0,2017Q1,BEV
IRELAND,298.0,2017Q1,BEV
ITALY,517.0,2017Q1,BEV
LATVIA,9.0,2017Q1,BEV
LITHUANIA,11.0,2017Q1,BEV
NETHERLANDS,2146.0,2017Q1,BEV
POLAND,66.0,2017Q1,BEV
PORTUGAL,369.0,2017Q1,BEV
ROMANIA,11.0,2017Q1,BEV
SLOVAKIA,27.0,2017Q1,BEV
SPAIN,588.0,2017Q1,BEV
SWEDEN,1043.0,2017Q1,BEV
UNITED KINGDOM,4634.0,2017Q1,BEV
NORWAY,6982.0,2017Q1,BEV
SWITZERLAND,1053.0,2017Q1,BEV
AUSTRIA,280.0,2017Q1,PHEV
BELGIUM,2275.0,2017Q1,PHEV
BULGARIA,2.0,2017Q1,PHEV
DENMARK,30.0,2017Q1,PHEV
ESTONIA,0.0,2017Q1,PHEV
FINLAND,475.0,2017Q1,PHEV
FRANCE,1943.0,2017Q1,PHEV
GERMANY,5264.0,2017Q1,PHEV
GREECE,33.0,2017Q1,PHEV
HUNGARY,65.0,2017Q1,PHEV
IRELAND,137.0,2017Q1,PHEV
ITALY,467.0,2017Q1,PHEV
LATVIA,5.0,2017Q1,PHEV
NETHERLANDS,351.0,2017Q1,PHEV
POLAND,77.0,2017Q1,PHEV
PORTUGAL,374.0,2017Q1,PHEV
SLOVAKIA,0.0,2017Q1,PHEV
SPAIN,374.0,2017Q1,PHEV
SWEDEN,2762.0,2017Q1,PHEV
UNITED KINGDOM,6730.0,2017Q1,PHEV
NORWAY,5607.0,2017Q1,PHEV
SWITZERLAND,546.0,2017Q1,PHEV
AUSTRIA,1506.0,2017Q1,Total ECV
BELGIUM,3141.0,2017Q1,Total ECV
BULGARIA,2.0,2017Q1,Total ECV
CZECH REPUBLIC,88.0,2017Q1,Total ECV
DENMARK,85.0,2017Q1,Total ECV
ESTONIA,13.0,2017Q1,Total ECV
FINLAND,604.0,2017Q1,Total ECV
FRANCE,9347.0,2017Q1,Total ECV
GERMANY,10328.0,2017Q1,Total ECV
GREECE,37.0,2017Q1,Total ECV
HUNGARY,184.0,2017Q1,Total ECV
IRELAND,435.0,2017Q1,Total ECV
ITALY,1048.0,2017Q1,Total ECV
LATVIA,14.0,2017Q1,Total ECV
LITHUANIA,11.0,2017Q1,Total ECV
NETHERLANDS,2502.0,2017Q1,Total ECV
POLAND,160.0,2017Q1,Total ECV
PORTUGAL,744.0,2017Q1,Total ECV
ROMANIA,11.0,2017Q1,Total ECV
SLOVAKIA,27.0,2017Q1,Total ECV
SPAIN,1008.0,2017Q1,Total ECV
SWEDEN,3810.0,2017Q1,Total ECV
UNITED KINGDOM,12091.0,2017Q1,Total ECV
NORWAY,13489.0,2017Q1,Total ECV
SWITZERLAND,1655.0,2017Q1,Total ECV
AUSTRIA,1674.0,2017Q1,HEV
BELGIUM,4246.0,2017Q1,HEV
BULGARIA,239.0,2017Q1,HEV
CZECH REPUBLIC,620.0,2017Q1,HEV
DENMARK,1597.0,2017Q1,HEV
ESTONIA,294.0,2017Q1,HEV
FINLAND,2198.0,2017Q1,HEV
FRANCE,19349.0,2017Q1,HEV
GERMANY,11972.0,2017Q1,HEV
GREECE,498.0,2017Q1,HEV
HUNGARY,711.0,2017Q1,HEV
IRELAND,2363.0,2017Q1,HEV
ITALY,15304.0,2017Q1,HEV
LATVIA,69.0,2017Q1,HEV
LITHUANIA,135.0,2017Q1,HEV
NETHERLANDS,4633.0,2017Q1,HEV
POLAND,4733.0,2017Q1,HEV
PORTUGAL,1028.0,2017Q1,HEV
ROMANIA,392.0,2017Q1,HEV
SLOVAKIA,327.0,2017Q1,HEV
SPAIN,12689.0,2017Q1,HEV
SWEDEN,4621.0,2017Q1,HEV
UNITED KINGDOM,21314.0,2017Q1,HEV
NORWAY,5424.0,2017Q1,HEV
SWITZERLAND,1764.0,2017Q1,HEV
AUSTRIA,76.0,2017Q1,AFV other than electric
BELGIUM,526.0,2017Q1,AFV other than electric
CZECH REPUBLIC,1044.0,2017Q1,AFV other than electric
DENMARK,15.0,2017Q1,AFV other than electric
ESTONIA,19.0,2017Q1,AFV other than electric
FINLAND,44.0,2017Q1,AFV other than electric
FRANCE,275.0,2017Q1,AFV other than electric
GERMANY,1557.0,2017Q1,AFV other than electric
GREECE,83.0,2017Q1,AFV other than electric
HUNGARY,5.0,2017Q1,AFV other than electric
ITALY,46020.0,2017Q1,AFV other than electric
LATVIA,35.0,2017Q1,AFV other than electric
NETHERLANDS,372.0,2017Q1,AFV other than electric
POLAND,2510.0,2017Q1,AFV other than electric
PORTUGAL,385.0,2017Q1,AFV other than electric
ROMANIA,0.0,2017Q1,AFV other than electric
SLOVAKIA,189.0,2017Q1,AFV other than electric
SPAIN,547.0,2017Q1,AFV other than electric
SWEDEN,1041.0,2017Q1,AFV other than electric
UNITED KINGDOM,0.0,2017Q1,AFV other than electric
NORWAY,1.0,2017Q1,AFV other than electric
SWITZERLAND,160.0,2017Q1,AFV other than electric
AUSTRIA,3256.0,2017Q1,Total AFV
BELGIUM,7913.0,2017Q1,Total AFV
BULGARIA,241.0,2017Q1,Total AFV
CZECH REPUBLIC,1752.0,2017Q1,Total AFV
DENMARK,1697.0,2017Q1,Total AFV
ESTONIA,326.0,2017Q1,Total AFV
FINLAND,2846.0,2017Q1,Total AFV
FRANCE,28971.0,2017Q1,Total AFV
GERMANY,23857.0,2017Q1,Total AFV
GREECE,618.0,2017Q1,Total AFV
HUNGARY,900.0,2017Q1,Total AFV
IRELAND,2798.0,2017Q1,Total AFV
ITALY,62372.0,2017Q1,Total AFV
LATVIA,118.0,2017Q1,Total AFV
LITHUANIA,146.0,2017Q1,Total AFV
NETHERLANDS,7507.0,2017Q1,Total AFV
POLAND,7403.0,2017Q1,Total AFV
PORTUGAL,2157.0,2017Q1,Total AFV
ROMANIA,403.0,2017Q1,Total AFV
SLOVAKIA,543.0,2017Q1,Total AFV
SPAIN,14244.0,2017Q1,Total AFV
SWEDEN,9472.0,2017Q1,Total AFV
UNITED KINGDOM,33405.0,2017Q1,Total AFV
NORWAY,18914.0,2017Q1,Total AFV
SWITZERLAND,3579.0,2017Q1,Total AFV
AUSTRIA,1453.0,2017Q2,BEV
BELGIUM,695.0,2017Q2,BEV
BULGARIA,0.0,2017Q2,BEV
CZECH REPUBLIC,61.0,2017Q2,BEV
DENMARK,89.0,2017Q2,BEV
ESTONIA,6.0,2017Q2,BEV
FINLAND,143.0,2017Q2,BEV
FRANCE,6153.0,2017Q2,BEV
GERMANY,5129.0,2017Q2,BEV
GREECE,8.0,2017Q2,BEV
HUNGARY,169.0,2017Q2,BEV
IRELAND,76.0,2017Q2,BEV
ITALY,472.0,2017Q2,BEV
LATVIA,16.0,2017Q2,BEV
LITHUANIA,11.0,2017Q2,BEV
NETHERLANDS,2094.0,2017Q2,BEV
POLAND,59.0,2017Q2,BEV
PORTUGAL,360.0,2017Q2,BEV
ROMANIA,22.0,2017Q2,BEV
SLOVAKIA,63.0,2017Q2,BEV
SLOVENIA,73.0,2017Q2,BEV
SPAIN,678.0,2017Q2,BEV
SWEDEN,1157.0,2017Q2,BEV
UNITED KINGDOM,3060.0,2017Q2,BEV
NORWAY,7804.0,2017Q2,BEV
SWITZERLAND,971.0,2017Q2,BEV
AUSTRIA,427.0,2017Q2,PHEV
BELGIUM,3265.0,2017Q2,PHEV
BULGARIA,11.0,2017Q2,PHEV
DENMARK,71.0,2017Q2,PHEV
ESTONIA,5.0,2017Q2,PHEV
FINLAND,537.0,2017Q2,PHEV
FRANCE,2958.0,2017Q2,PHEV
GERMANY,7002.0,2017Q2,PHEV
GREECE,37.0,2017Q2,PHEV
HUNGARY,108.0,2017Q2,PHEV
IRELAND,24.0,2017Q2,PHEV
ITALY,741.0,2017Q2,PHEV
LATVIA,4.0,2017Q2,PHEV
NETHERLANDS,267.0,2017Q2,PHEV
POLAND,131.0,2017Q2,PHEV
PORTUGAL,535.0,2017Q2,PHEV
SLOVAKIA,70.0,2017Q2,PHEV
SLOVENIA,39.0,2017Q2,PHEV
SPAIN,746.0,2017Q2,PHEV
SWEDEN,3113.0,2017Q2,PHEV
UNITED KINGDOM,6640.0,2017Q2,PHEV
NORWAY,4987.0,2017Q2,PHEV
SWITZERLAND,799.0,2017Q2,PHEV
AUSTRIA,1880.0,2017Q2,Total ECV
BELGIUM,4041.0,2017Q2,Total ECV
BULGARIA,11.0,2017Q2,Total ECV
CZECH REPUBLIC,61.0,2017Q2,Total ECV
DENMARK,165.0,2017Q2,Total ECV
ESTONIA,11.0,2017Q2,Total ECV
FINLAND,680.0,2017Q2,Total ECV
FRANCE,9117.0,2017Q2,Total ECV
GERMANY,12137.0,2017Q2,Total ECV
GREECE,45.0,2017Q2,Total ECV
HUNGARY,277.0,2017Q2,Total ECV
IRELAND,100.0,2017Q2,Total ECV
ITALY,1259.0,2017Q2,Total ECV
LATVIA,20.0,2017Q2,Total ECV
LITHUANIA,11.0,2017Q2,Total ECV
NETHERLANDS,2370.0,2017Q2,Total ECV
POLAND,203.0,2017Q2,Total ECV
PORTUGAL,903.0,2017Q2,Total ECV
ROMANIA,22.0,2017Q2,Total ECV
SLOVAKIA,133.0,2017Q2,Total ECV
SLOVENIA,112.0,2017Q2,Total ECV
SPAIN,1481.0,2017Q2,Total ECV
SWEDEN,4271.0,2017Q2,Total ECV
UNITED KINGDOM,10279.0,2017Q2,Total ECV
NORWAY,13713.0,2017Q2,Total ECV
SWITZERLAND,1828.0,2017Q2,Total ECV
AUSTRIA,1635.0,2017Q2,HEV
BELGIUM,3224.0,2017Q2,HEV
BULGARIA,349.0,2017Q2,HEV
CZECH REPUBLIC,723.0,2017Q2,HEV
DENMARK,2351.0,2017Q2,HEV
ESTONIA,348.0,2017Q2,HEV
FINLAND,2237.0,2017Q2,HEV
FRANCE,15111.0,2017Q2,HEV
GERMANY,13282.0,2017Q2,HEV
GREECE,509.0,2017Q2,HEV
HUNGARY,1006.0,2017Q2,HEV
IRELAND,511.0,2017Q2,HEV
ITALY,17055.0,2017Q2,HEV
LATVIA,70.0,2017Q2,HEV
LITHUANIA,147.0,2017Q2,HEV
NETHERLANDS,4257.0,2017Q2,HEV
POLAND,3781.0,2017Q2,HEV
PORTUGAL,1157.0,2017Q2,HEV
ROMANIA,768.0,2017Q2,HEV
SLOVAKIA,462.0,2017Q2,HEV
SLOVENIA,259.0,2017Q2,HEV
SPAIN,14222.0,2017Q2,HEV
SWEDEN,4532.0,2017Q2,HEV
UNITED KINGDOM,14973.0,2017Q2,HEV
NORWAY,5182.0,2017Q2,HEV
SWITZERLAND,2303.0,2017Q2,HEV
AUSTRIA,107.0,2017Q2,AFV other than electric
BELGIUM,690.0,2017Q2,AFV other than electric
CZECH REPUBLIC,1036.0,2017Q2,AFV other than electric
DENMARK,0.0,2017Q2,AFV other than electric
ESTONIA,17.0,2017Q2,AFV other than electric
FINLAND,97.0,2017Q2,AFV other than electric
FRANCE,300.0,2017Q2,AFV other than electric
GERMANY,1629.0,2017Q2,AFV other than electric
GREECE,43.0,2017Q2,AFV other than electric
HUNGARY,3.0,2017Q2,AFV other than electric
ITALY,42500.0,2017Q2,AFV other than electric
LATVIA,19.0,2017Q2,AFV other than electric
NETHERLANDS,565.0,2017Q2,AFV other than electric
POLAND,2570.0,2017Q2,AFV other than electric
PORTUGAL,355.0,2017Q2,AFV other than electric
ROMANIA,0.0,2017Q2,AFV other than electric
SLOVAKIA,207.0,2017Q2,AFV other than electric
SLOVENIA,141.0,2017Q2,AFV other than electric
SPAIN,903.0,2017Q2,AFV other than electric
SWEDEN,762.0,2017Q2,AFV other than electric
UNITED KINGDOM,0.0,2017Q2,AFV other than electric
NORWAY,0.0,2017Q2,AFV other than electric
SWITZERLAND,154.0,2017Q2,AFV other than electric
AUSTRIA,3622.0,2017Q2,Total AFV
BELGIUM,7955.0,2017Q2,Total AFV
BULGARIA,360.0,2017Q2,Total AFV
CZECH REPUBLIC,1820.0,2017Q2,Total AFV
DENMARK,2516.0,2017Q2,Total AFV
ESTONIA,376.0,2017Q2,Total AFV
FINLAND,3014.0,2017Q2,Total AFV
FRANCE,24528.0,2017Q2,Total AFV
GERMANY,27048.0,2017Q2,Total AFV
GREECE,597.0,2017Q2,Total AFV
HUNGARY,1286.0,2017Q2,Total AFV
IRELAND,611.0,2017Q2,Total AFV
ITALY,60814.0,2017Q2,Total AFV
LATVIA,109.0,2017Q2,Total AFV
LITHUANIA,158.0,2017Q2,Total AFV
NETHERLANDS,7192.0,2017Q2,Total AFV
POLAND,6554.0,2017Q2,Total AFV
PORTUGAL,2415.0,2017Q2,Total AFV
ROMANIA,790.0,2017Q2,Total AFV
SLOVAKIA,802.0,2017Q2,Total AFV
SLOVENIA,512.0,2017Q2,Total AFV
SPAIN,16606.0,2017Q2,Total AFV
SWEDEN,9565.0,2017Q2,Total AFV
UNITED KINGDOM,25252.0,2017Q2,Total AFV
NORWAY,18895.0,2017Q2,Total AFV
SWITZERLAND,4285.0,2017Q2,Total AFV
AUSTRIA,1402.0,2017Q3,BEV
BELGIUM,560.0,2017Q3,BEV
BULGARIA,0.0,2017Q3,BEV
CZECH REPUBLIC,85.0,2017Q3,BEV
DENMARK,300.0,2017Q3,BEV
ESTONIA,4.0,2017Q3,BEV
FINLAND,119.0,2017Q3,BEV
FRANCE,5208.0,2017Q3,BEV
GERMANY,6244.0,2017Q3,BEV
GREECE,9.0,2017Q3,BEV
HUNGARY,151.0,2017Q3,BEV
IRELAND,207.0,2017Q3,BEV
ITALY,427.0,2017Q3,BEV
LATVIA,7.0,2017Q3,BEV
LITHUANIA,15.0,2017Q3,BEV
NETHERLANDS,2413.0,2017Q3,BEV
POLAND,138.0,2017Q3,BEV
PORTUGAL,366.0,2017Q3,BEV
ROMANIA,74.0,2017Q3,BEV
SLOVAKIA,39.0,2017Q3,BEV
SLOVENIA,71.0,2017Q3,BEV
SPAIN,1088.0,2017Q3,BEV
SWEDEN,1109.0,2017Q3,BEV
UNITED KINGDOM,3433.0,2017Q3,BEV
NORWAY,8451.0,2017Q3,BEV
SWITZERLAND,1120.0,2017Q3,BEV
AUSTRIA,502.0,2017Q3,PHEV
BELGIUM,2739.0,2017Q3,PHEV
BULGARIA,22.0,2017Q3,PHEV
DENMARK,63.0,2017Q3,PHEV
ESTONIA,11.0,2017Q3,PHEV
FINLAND,681.0,2017Q3,PHEV
FRANCE,2882.0,2017Q3,PHEV
GERMANY,8152.0,2017Q3,PHEV
GREECE,39.0,2017Q3,PHEV
HUNGARY,119.0,2017Q3,PHEV
IRELAND,134.0,2017Q3,PHEV
ITALY,705.0,2017Q3,PHEV
LATVIA,4.0,2017Q3,PHEV
NETHERLANDS,269.0,2017Q3,PHEV
POLAND,170.0,2017Q3,PHEV
PORTUGAL,573.0,2017Q3,PHEV
SLOVAKIA,0.0,2017Q3,PHEV
SLOVENIA,43.0,2017Q3,PHEV
SPAIN,993.0,2017Q3,PHEV
SWEDEN,3804.0,2017Q3,PHEV
UNITED KINGDOM,8934.0,2017Q3,PHEV
NORWAY,6493.0,2017Q3,PHEV
SWITZERLAND,918.0,2017Q3,PHEV
AUSTRIA,1904.0,2017Q3,Total ECV
BELGIUM,3365.0,2017Q3,Total ECV
BULGARIA,22.0,2017Q3,Total ECV
CZECH REPUBLIC,85.0,2017Q3,Total ECV
DENMARK,366.0,2017Q3,Total ECV
ESTONIA,15.0,2017Q3,Total ECV
FINLAND,801.0,2017Q3,Total ECV
FRANCE,8117.0,2017Q3,Total ECV
GERMANY,14458.0,2017Q3,Total ECV
GREECE,48.0,2017Q3,Total ECV
HUNGARY,270.0,2017Q3,Total ECV
IRELAND,341.0,2017Q3,Total ECV
ITALY,1189.0,2017Q3,Total ECV
LATVIA,11.0,2017Q3,Total ECV
LITHUANIA,15.0,2017Q3,Total ECV
NETHERLANDS,2690.0,2017Q3,Total ECV
POLAND,317.0,2017Q3,Total ECV
PORTUGAL,944.0,2017Q3,Total ECV
ROMANIA,74.0,2017Q3,Total ECV
SLOVAKIA,39.0,2017Q3,Total ECV
SLOVENIA,115.0,2017Q3,Total ECV
SPAIN,2116.0,2017Q3,Total ECV
SWEDEN,4913.0,2017Q3,Total ECV
UNITED KINGDOM,13065.0,2017Q3,Total ECV
NORWAY,15894.0,2017Q3,Total ECV
SWITZERLAND,2084.0,2017Q3,Total ECV
AUSTRIA,1590.0,2017Q3,HEV
BELGIUM,2639.0,2017Q3,HEV
BULGARIA,195.0,2017Q3,HEV
CZECH REPUBLIC,696.0,2017Q3,HEV
DENMARK,1991.0,2017Q3,HEV
ESTONIA,308.0,2017Q3,HEV
FINLAND,2376.0,2017Q3,HEV
FRANCE,15122.0,2017Q3,HEV
GERMANY,14832.0,2017Q3,HEV
GREECE,613.0,2017Q3,HEV
HUNGARY,828.0,2017Q3,HEV
IRELAND,1470.0,2017Q3,HEV
ITALY,13460.0,2017Q3,HEV
LATVIA,81.0,2017Q3,HEV
LITHUANIA,219.0,2017Q3,HEV
NETHERLANDS,4523.0,2017Q3,HEV
POLAND,3548.0,2017Q3,HEV
PORTUGAL,1160.0,2017Q3,HEV
ROMANIA,652.0,2017Q3,HEV
SLOVAKIA,519.0,2017Q3,HEV
SLOVENIA,263.0,2017Q3,HEV
SPAIN,13608.0,2017Q3,HEV
SWEDEN,4809.0,2017Q3,HEV
UNITED KINGDOM,22402.0,2017Q3,HEV
NORWAY,5096.0,2017Q3,HEV
SWITZERLAND,2134.0,2017Q3,HEV
AUSTRIA,98.0,2017Q3,AFV other than electric
BELGIUM,769.0,2017Q3,AFV other than electric
CZECH REPUBLIC,965.0,2017Q3,AFV other than electric
DENMARK,28.0,2017Q3,AFV other than electric
ESTONIA,1.0,2017Q3,AFV other than electric
FINLAND,129.0,2017Q3,AFV other than electric
FRANCE,357.0,2017Q3,AFV other than electric
GERMANY,2060.0,2017Q3,AFV other than electric
GREECE,88.0,2017Q3,AFV other than electric
HUNGARY,11.0,2017Q3,AFV other than electric
ITALY,33940.0,2017Q3,AFV other than electric
LATVIA,20.0,2017Q3,AFV other than electric
NETHERLANDS,674.0,2017Q3,AFV other than electric
POLAND,2420.0,2017Q3,AFV other than electric
PORTUGAL,482.0,2017Q3,AFV other than electric
ROMANIA,0.0,2017Q3,AFV other than electric
SLOVAKIA,188.0,2017Q3,AFV other than electric
SLOVENIA,115.0,2017Q3,AFV other than electric
SPAIN,1243.0,2017Q3,AFV other than electric
SWEDEN,1456.0,2017Q3,AFV other than electric
UNITED KINGDOM,0.0,2017Q3,AFV other than electric
NORWAY,2.0,2017Q3,AFV other than electric
SWITZERLAND,210.0,2017Q3,AFV other than electric
AUSTRIA,3592.0,2017Q3,Total AFV
BELGIUM,6773.0,2017Q3,Total AFV
BULGARIA,217.0,2017Q3,Total AFV
CZECH REPUBLIC,1746.0,2017Q3,Total AFV
DENMARK,2385.0,2017Q3,Total AFV
ESTONIA,324.0,2017Q3,Total AFV
FINLAND,3306.0,2017Q3,Total AFV
FRANCE,23596.0,2017Q3,Total AFV
GERMANY,31350.0,2017Q3,Total AFV
GREECE,749.0,2017Q3,Total AFV
HUNGARY,1109.0,2017Q3,Total AFV
IRELAND,1811.0,2017Q3,Total AFV
ITALY,48589.0,2017Q3,Total AFV
LATVIA,112.0,2017Q3,Total AFV
LITHUANIA,234.0,2017Q3,Total AFV
NETHERLANDS,7887.0,2017Q3,Total AFV
POLAND,6285.0,2017Q3,Total AFV
PORTUGAL,2586.0,2017Q3,Total AFV
ROMANIA,726.0,2017Q3,Total AFV
SLOVAKIA,746.0,2017Q3,Total AFV
SLOVENIA,493.0,2017Q3,Total AFV
SPAIN,16967.0,2017Q3,Total AFV
SWEDEN,11178.0,2017Q3,Total AFV
UNITED KINGDOM,35467.0,2017Q3,Total AFV
NORWAY,20992.0,2017Q3,Total AFV
SWITZERLAND,4428.0,2017Q3,Total AFV
AUSTRIA,1352.0,2017Q4,BEV
BELGIUM,666.0,2017Q4,BEV
BULGARIA,68.0,2017Q4,BEV
CZECH REPUBLIC,73.0,2017Q4,BEV
DENMARK,261.0,2017Q4,BEV
ESTONIA,3.0,2017Q4,BEV
FINLAND,111.0,2017Q4,BEV
FRANCE,6147.0,2017Q4,BEV
GERMANY,8623.0,2017Q4,BEV
GREECE,17.0,2017Q4,BEV
HUNGARY,310.0,2017Q4,BEV
IRELAND,41.0,2017Q4,BEV
ITALY,535.0,2017Q4,BEV
LATVIA,7.0,2017Q4,BEV
LITHUANIA,15.0,2017Q4,BEV
NETHERLANDS,3244.0,2017Q4,BEV
POLAND,176.0,2017Q4,BEV
PORTUGAL,545.0,2017Q4,BEV
ROMANIA,91.0,2017Q4,BEV
SLOVAKIA,80.0,2017Q4,BEV
SLOVENIA,86.0,2017Q4,BEV
SPAIN,1566.0,2017Q4,BEV
SWEDEN,908.0,2017Q4,BEV
UNITED KINGDOM,2470.0,2017Q4,BEV
NORWAY,9788.0,2017Q4,BEV
SWITZERLAND,1629.0,2017Q4,BEV
AUSTRIA,512.0,2017Q4,PHEV
BELGIUM,3008.0,2017Q4,PHEV
BULGARIA,3.0,2017Q4,PHEV
DENMARK,454.0,2017Q4,PHEV
ESTONIA,1.0,2017Q4,PHEV
FINLAND,852.0,2017Q4,PHEV
FRANCE,4085.0,2017Q4,PHEV
GERMANY,9021.0,2017Q4,PHEV
GREECE,52.0,2017Q4,PHEV
HUNGARY,151.0,2017Q4,PHEV
IRELAND,31.0,2017Q4,PHEV
ITALY,733.0,2017Q4,PHEV
LATVIA,4.0,2017Q4,PHEV
NETHERLANDS,271.0,2017Q4,PHEV
POLAND,188.0,2017Q4,PHEV
PORTUGAL,905.0,2017Q4,PHEV
SLOVENIA,68.0,2017Q4,PHEV
SPAIN,1257.0,2017Q4,PHEV
SWEDEN,5768.0,2017Q4,PHEV
UNITED KINGDOM,8850.0,2017Q4,PHEV
NORWAY,8078.0,2017Q4,PHEV
SWITZERLAND,1141.0,2017Q4,PHEV
AUSTRIA,1864.0,2017Q4,Total ECV
BELGIUM,3752.0,2017Q4,Total ECV
BULGARIA,71.0,2017Q4,Total ECV
CZECH REPUBLIC,73.0,2017Q4,Total ECV
DENMARK,731.0,2017Q4,Total ECV
ESTONIA,4.0,2017Q4,Total ECV
FINLAND,969.0,2017Q4,Total ECV
FRANCE,10254.0,2017Q4,Total ECV
